"1000","1000","7373518737","default","2026-01-08 15:54:52","","2026-01-08 15:54:56","4","0","ORIGINATOR_CANCEL","5d16f92e-8a24-4215-9c4f-1950c7ec07cf","734cfeec-ccf1-4528-b443-7c5a1fbf93ba","1000","G722","G722"
"1000","1000","1001","default","2026-01-08 15:56:55","2026-01-08 15:56:59","2026-01-08 15:57:02","7","3","NORMAL_CLEARING","5f972eee-b0da-4613-a169-ad763ff3e73b","7d8f0ba3-81e2-4c94-9568-e4ccafc61577","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:13:26","","2026-01-09 10:13:34","8","0","ORIGINATOR_CANCEL","b489b524-ef36-40e7-b5df-05419b93b9ad","89468f6e-b49c-47b3-849a-25135ca3c390","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:13:55","","2026-01-09 10:13:59","4","0","ORIGINATOR_CANCEL","ef83f69a-b3f0-4fc2-9395-19a0d7e13d8f","6936b47f-9f88-4206-8a0f-cd501f4dd560","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:19:46","","2026-01-09 10:19:50","4","0","ORIGINATOR_CANCEL","69cc60a2-ce0d-481d-91ff-283ff249d0d4","c3124ef9-8979-405c-a4b5-2cf3ff165e79","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:21:07","","2026-01-09 10:21:11","4","0","ORIGINATOR_CANCEL","b8f890cd-9623-4729-b4d4-086b4d321e29","f6448b45-4beb-43ad-9f0b-9c7c29cc979e","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:24:24","","2026-01-09 10:24:28","4","0","ORIGINATOR_CANCEL","14ed2e90-6875-455d-a0db-3e9f2f908f06","7acb19a9-98fa-4d37-83cd-66db1f406e78","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373158737","default","2026-01-09 10:26:42","","2026-01-09 10:26:43","1","0","UNALLOCATED_NUMBER","fa8dbd47-a262-4cb2-a662-94aca309744c","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:26:56","","2026-01-09 10:27:01","5","0","ORIGINATOR_CANCEL","064425b7-40f2-4c11-a38b-4a98812e9fcb","1ecc9b22-6497-4a9d-b172-ab48eca29917","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:31:01","2026-01-09 10:31:05","2026-01-09 10:31:07","6","2","NORMAL_CLEARING","d240a567-bbac-4865-95a6-da8d66495f69","8e40a3e0-f833-4f52-8aad-31f0596e689d","1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:33:48","","2026-01-09 10:33:56","8","0","ORIGINATOR_CANCEL","0aa91876-0ec8-414b-b2cf-818f169857e7","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:34:34","","2026-01-09 10:34:47","13","0","ORIGINATOR_CANCEL","bb84bbe8-e9bd-49fe-9b33-34a29eeca4e7","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:37:58","","2026-01-09 10:37:58","0","0","NORMAL_TEMPORARY_FAILURE","c615220b-ec1e-4592-93a0-44016bdc3fb0","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:39:28","","2026-01-09 10:39:28","0","0","NORMAL_TEMPORARY_FAILURE","9b7c980f-7a9b-45b3-9912-6d97a5856109","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:39:47","","2026-01-09 10:39:47","0","0","NORMAL_TEMPORARY_FAILURE","76fd98fa-7185-458e-8e3c-af9f9997377a","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:42:20","","2026-01-09 10:42:20","0","0","NORMAL_TEMPORARY_FAILURE","77de8bb7-e834-4782-9a85-738c6306fee9","","1000","",""
"Store 1 - Ext 1000","1000","7373518737","default","2026-01-09 10:43:39","","2026-01-09 10:43:39","0","0","NORMAL_TEMPORARY_FAILURE","6da989b0-e4ad-46a8-bd16-3d895aa767b0","","1000","",""
