"Store 1 - Ext 1000","1000","7373518737","store2","2026-01-09 10:47:10","","2026-01-09 10:47:14","4","0","ORIGINATOR_CANCEL","00b913d3-5ef4-4d0d-9e1f-3e57567581e0","6d92a7b8-aad7-47a0-9b1c-5aec50a1ee21","store2-1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","store2","2026-01-09 10:53:32","","2026-01-09 10:53:36","4","0","ORIGINATOR_CANCEL","98de1427-2fbc-4a53-9025-37421a4d7b72","dd992a77-5a18-4b58-99b1-068e994dd5a9","store2-1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","store2","2026-01-09 10:54:36","","2026-01-09 10:54:42","6","0","ORIGINATOR_CANCEL","a6cc66a0-91e9-4938-84e0-014be6645a5d","f04b99f7-ce37-4174-ac36-a27f46b7ab2d","store2-1000","G722","G722"
"Store 1 - Ext 1000","1000","7373518737","store2","2026-01-09 10:56:40","","2026-01-09 10:56:43","3","0","ORIGINATOR_CANCEL","86be6c14-7930-492a-a65a-9886f5f40909","f33b28a2-7070-404e-8530-a7b553e485fa","store2-1000","G722","G722"
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:37:48","","2026-01-09 11:37:48","0","0","NO_ROUTE_DESTINATION","6311a6f5-ca4a-4867-af2e-e8edb7084150","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:37:56","","2026-01-09 11:37:56","0","0","NO_ROUTE_DESTINATION","5aec3347-d46c-4ded-b052-96410636b6b7","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:39:31","","2026-01-09 11:39:31","0","0","NO_ROUTE_DESTINATION","df6e1e89-52ef-4877-a7a3-d4ae2eee4d9f","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:44:26","","2026-01-09 11:44:26","0","0","NO_ROUTE_DESTINATION","79e5345d-e33a-47e6-b031-5dcfb9db0cf5","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:44:32","","2026-01-09 11:44:32","0","0","NO_ROUTE_DESTINATION","2dd30dda-b2c7-40b7-a0a0-1e06763b666d","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:44:59","","2026-01-09 11:44:59","0","0","NO_ROUTE_DESTINATION","a5052c94-31e8-4f04-b27f-539bb2b66e6a","","store2-1000","",""
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:46:53","","2026-01-09 11:47:07","14","0","ORIGINATOR_CANCEL","0909967b-04c3-4bd8-ba98-719061a26a0d","","store2-1000","G722","G722"
"Store 1 - Ext 1000","1000","park+700","store2","2026-01-09 11:48:57","","2026-01-09 11:49:04","7","0","ORIGINATOR_CANCEL","5e1d5da8-e4f1-449e-bba5-2a36cf21c993","","store2-1000","G722","G722"
